GeneID,Gene_ID,baseMean,Log2FoldChange,lfcSE,stat,pvalue,padj,proteinID,domain,annotation,GO
Csec_G16367,B7P43_G16367,300.4186588,-1.12063392,0.402816258,-2.781997741,0.005402542,0.047440832,"PNF33033.1,|PNF33034.1,|PNF33035.1,",|MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 12|Transcription mediator complex subunit Med12|Med12_2|Eukaryotic Mediator 12 subunit domain|Eukaryotic Mediator 12 subunit domain|MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 12|Transcription mediator complex subunit Med12|Med12_2,"Mediator complex, subunit Med12,|Mediator complex, subunit Med12, LCEWAV-domain|Mediator complex, subunit Med12, LCEWAV-domain,|Mediator complex, subunit Med12","GO:0003712|GO:0006357|GO:0016592,|GO:0003712|GO:0006357|GO:0016592"
Csec_G09604,B7P43_G09604,16.86636319,-2.872073244,0.925907758,-3.101899966,0.001922829,0.023895661,"PNF19200.1,",|Menin|Coil|MENIN,Menin,GO:0005634
Csec_G08789,B7P43_G08789,5437.168996,2.46211197,0.483159909,5.095853201,3.47E-07,5.30E-05,"PNF25434.1,|PNF25435.1,|PNF25436.1,|PNF25437.1,|PNF25438.1,|PNF25439.1,|PNF25440.1,|PNF25441.1,|PNF25442.1,|PNF25443.1,|PNF25444.1,|PNF25445.1,",|MICROTUBULE-ASSOCIATED PROTEIN|Coil|MAP7 (E-MAP-115) family|Coil|MAP7 (E-MAP-115) family|MICROTUBULE-ASSOCIATED PROTEIN|Coil|MICROTUBULE-ASSOCIATED PROTEIN|MAP7 (E-MAP-115) family|MICROTUBULE-ASSOCIATED PROTEIN|MAP7 (E-MAP-115) family|Coil|MAP7 (E-MAP-115) family|MICROTUBULE-ASSOCIATED PROTEIN|Coil|MAP7 (E-MAP-115) family|Coil|MICROTUBULE-ASSOCIATED PROTEIN,Microtubule-associated protein 7 family,GO:0000226|GO:0015630
Csec_G14585,B7P43_G14585,34.9566177,-1.479679061,0.520342237,-2.843665103,0.00445979,0.041675736,"PNF27676.1,|PNF27677.1,",|Mini-chromosome maintenance protein 2|DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER|mcm|MCM family domain profile.|P-loop containing nucleoside triphosphate hydrolases|Mini-chromosome maintenance protein 2|DNA REPLICATION LICENSING FACTOR MCM2|Mini-chromosome maintenance (MCM) protein 2 signature|Nucleic acid-binding proteins|MCM P-loop domain|MCM OB domain|MCM N-terminal domain,"DNA replication licensing factor Mcm2|Mini-chromosome maintenance protein,|P-loop containing nucleoside triphosphate hydrolase,|MCM domain,|DNA replication licensing factor Mcm2,|Nucleic acid-binding, OB-fold,|MCM OB domain,|MCM N-terminal domain","GO:0003677|GO:0005524|GO:0005634|GO:0006270|GO:0042555|GO:1905775|GO:0003677|GO:0005524|GO:0032508,|GO:0003677|GO:0005524|GO:0005634|GO:0006270|GO:0042555|GO:1905775"
Csec_G03242,B7P43_G03242,123.5760618,-2.198589777,0.718469281,-3.060102686,0.002212611,0.025975878,"PNF24107.1,|PNF24108.1,|PNF24109.1,","|Mitotic checkpoint regulator, MAD2B-interacting|PROLINE-RICH PROTEIN PRCC|PROLINE-RICH PROTEIN PRCC",Proline-rich protein PRCC,-
Csec_G08294,B7P43_G08294,247.2897824,-1.156066512,0.323822564,-3.57006164,0.000356897,0.007813055,"PNF27878.1,",|MOB kinase activator|Mob1_phocein_2|MOB-LIKE PROTEIN PHOCEIN|Mob1/phocein|Mob1/phocein family|MPS ONE BINDER KINASE ACTIVATOR-LIKE  MOB,"MOB kinase activator superfamily,|MOB kinase activator family",-
Csec_G12002,B7P43_G12002,933.1839932,-1.032075382,0.367676545,-2.807019908,0.005000215,0.044961431,"PNF37651.1,","|mRING-H2-C3DHC3_ZFPL1|Zinc finger RING-type profile.|Zinc/RING finger domain, C3HC4 (zinc finger)|RING/U-box|ZINC FINGER PROTEIN-LIKE 1","Zinc finger, RING-type,|Zinc finger, RING/FYVE/PHD-type,|Zinc finger protein-like 1",-
Csec_G12897,B7P43_G12897,17.3889387,-2.967870447,0.967284365,-3.068250202,0.002153163,0.025619532,"PNF42869.1,|PNF42870.1,",|Myb/SANT-like DNA-binding domain,Myb/SANT-like DNA-binding domain 4,-
Csec_G02979,B7P43_G02979,195.0736637,1.080617834,0.380325144,2.841300006,0.004493002,0.041830019,"PNF17412.1,",|Myelin gene regulatory factor C-terminal domain 2,Myelin gene regulatory factor C-terminal domain 2,-
Csec_G15883,B7P43_G15883,917.7562526,-1.522174306,0.523503043,-2.907670408,0.003641319,0.036212705,"PNF36498.1,|PNF36499.1,|PNF36500.1,","|NA,","-|NA,",-|-
Csec_G04770,B7P43_G04770,411.9448668,1.761470013,0.484559735,3.635196835,0.000277768,0.006513515,"PNF39737.1,|PNF39738.1,",|NADH Oxidase|IODOTYROSINE DEIODINASE 1|NADPH NITROREDUCTASE|Nitroreductase family|FMN-dependent nitroreductase-like|iodotyrosine_dehalogenase|FMN-dependent nitroreductase-like|Nitroreductase family|IODOTYROSINE DEIODINASE 1|NADPH NITROREDUCTASE|NADH Oxidase,"Nitroreductase-like,|Nitroreductase","GO:0016491,"
Csec_G09309,B7P43_G09309,2178.31977,1.588058059,0.43973628,3.611387397,0.000304563,0.006959383,"PNF43512.1,|PNF43513.1,",|NF-KAPPA B ACTIVATING PROTEIN|NF-kappa-B-activating protein C-terminal domain,"NF-kappa-B-activating protein,|NF-kappa-B-activating protein, C-terminal",GO:0003682
Csec_G08179,B7P43_G08179,885.5494872,-1.396861846,0.274502751,-5.088698902,3.61E-07,5.44E-05,"PNF40494.1,|PNF40495.1,|PNF40496.1,|PNF40497.1,|PNF40498.1,","|NF-KAPPA-B INHIBITOR ALPHA|Ankyrin repeat profile.|Ankyrin repeat|Ankyrin repeats (many copies)|ANK_2a|Coil|NF-KAPPA-B INHIBITOR ALPHA|ANK_2a|Ankyrin repeat|Coil|Ankyrin repeat profile.|Ankyrin repeats (many copies)|Ankyrin repeats (many copies)|NF-KAPPA-B INHIBITOR ALPHA|Ankyrin repeat profile.|Coil|Ankyrin repeat|ANK_2a,","Ankyrin repeat,|Ankyrin repeat-containing domain superfamily|Ankyrin repeat-containing domain superfamily,|Ankyrin repeat","GO:0005515,-GO:0005515"
Csec_G13450,B7P43_G13450,75.29357801,-2.823981018,0.981907227,-2.876016125,0.004027291,0.038911838,"PNF43418.1,","|NUCLEAR HORMONE RECEPTOR FAMILY|Nuclear receptor (NR) ligand-binding (LBD) domain profile.|Nuclear hormone receptors DNA-binding domain profile.|holi|C4-type steroid receptor zinc finger signature|Retinoid X Receptor|Glucocorticoid receptor-like (DNA-binding domain)|NR_LBD_Tlx_PNR_like|Steroid hormone receptor signature|Nuclear receptor ligand-binding domain|NR_DBD_PNR_like_1|Ligand-binding domain of nuclear hormone receptor|Nuclear hormones receptors DNA-binding region signature.|NUCLEAR HORMONE RECEPTOR|Zinc finger, C4 type (two domains)|c4gold","Nuclear hormone receptor, ligand-binding domain,|Zinc finger, NHR/GATA-type,|Zinc finger, nuclear hormone receptor-type,|Nuclear hormone receptor-like domain superfamily,|Nuclear hormone receptor","GO:0006355|GO:0008270,|GO:0003700|GO:0006355|GO:0008270|GO:0043565"
Csec_G15645,B7P43_G15645,993.2107992,-1.25787098,0.447950635,-2.808057146,0.004984138,0.044961431,"PNF14519.1,",|Nucleic acid-binding proteins|HsC9orf114-like|Putative RNA methyltransferase|CLASS IV SAM-BINDING METHYLTRANSFERASE-RELATED|alpha/beta knot,"tRNA (guanine-N1-)-methyltransferase, N-terminal,|Nucleic acid-binding, OB-fold,|Putative RNA methyltransferase,|Alpha/beta knot methyltransferases",-
Csec_G15478,B7P43_G15478,146.8977605,-1.63704207,0.58228688,-2.811401263,0.004932623,0.044564432,"PNF21390.1,","|Occludin/ELL (OCEL) domain profile.|Occludin homology domain|Coil|occludin/ELL-like|RNA POLYMERASE II ELONGATION FACTOR ELL|Winged helix"" DNA-binding domain|OCCLUDIN AND RNA POLYMERASE II ELONGATION FACTOR ELL|RNA polymerase II elongation factor ELL","Occludin homology domain,|Winged helix DNA-binding domain superfamily,|E3 ubiquitin-protein ligase ELL-like,|ELL/occludin family,|RNA polymerase II elongation factor ELL, N-terminal",GO:0006368|GO:0008023
Csec_G04174,B7P43_G04174,2835.949401,1.723521685,0.436893053,3.944950996,7.98E-05,0.002753333,"PNF33382.1,|PNF33383.1,",|Oligonucleotide/oligosaccharide-binding (OB)-fold|Nucleic acid-binding proteins|DEXHc_DHX8|ATP-DEPENDENT RNA HELICASE|Helicase associated domain (HA2)|Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.|helicmild6|S1_6|S1 domain profile.|P-loop containing nucleoside triphosphate hydrolases|Coil|S1 RNA binding domain|DEAH-box subfamily ATP-dependent helicases signature.|SF2_C_RHA|ultradead3|S1_DHX8_helicase|Superfamilies 1 and 2 helicase C-terminal domain profile.|ha2_5|Helicase conserved C-terminal domain|helicmild6|Helicase conserved C-terminal domain|Helicase associated domain (HA2)|SF2_C_RHA|ha2_5|Oligonucleotide/oligosaccharide-binding (OB)-fold|DEAH-box subfamily ATP-dependent helicases signature.|P-loop containing nucleoside triphosphate hydrolases|Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.|Superfamilies 1 and 2 helicase C-terminal domain profile.|ATP-DEPENDENT RNA HELICASE,"DEAD-box helicase, OB fold,|Nucleic acid-binding, OB-fold,|DHX8/ Prp22, DEXH-box helicase domain,|P-loop containing nucleoside triphosphate hydrolase,|Helicase-associated domain,|Helicase superfamily 1/2, ATP-binding domain,|Helicase, C-terminal,|RNA-binding domain, S1,|S1 domain,|DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site|Helicase, C-terminal,|P-loop containing nucleoside triphosphate hydrolase,|Helicase-associated domain,|DEAD-box helicase, OB fold,|DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site,|Helicase superfamily 1/2, ATP-binding domain","GO:0000398|GO:0003724|GO:0005524,|GO:0004386,|GO:0003676|GO:0004386"
Csec_G06355,B7P43_G06355,438.0783512,-1.249876922,0.448958757,-2.783945969,0.005370198,0.047223047,"PNF26036.1,|PNF26037.1,|PNF26038.1,|PNF26039.1,",|PACS-1 cytosolic sorting protein|PHOSPHOFURIN ACIDIC CLUSTER SORTING PROTEIN|PHOSPHOFURIN ACIDIC CLUSTER SORTING PROTEIN|PACS-1 cytosolic sorting protein|Coil|Coil|PACS-1 cytosolic sorting protein|PHOSPHOFURIN ACIDIC CLUSTER SORTING PROTEIN|PHOSPHOFURIN ACIDIC CLUSTER SORTING PROTEIN|PACS-1 cytosolic sorting protein|Coil,"Phosphofurin acidic cluster sorting protein 1|Phosphofurin acidic cluster sorting protein 1,",-
CCsec_G14071,CB7P43_G14071,1167.784307,3.279120809,0.774941339,4.231443909,2.32E-05,0.001177149,"PNF43721.1,|PNF43722.1,",|Parvovirus non-structural protein NS1|P-loop containing nucleoside triphosphate hydrolases,"Parvovirus non-structural protein 1, helicase domain,|P-loop containing nucleoside triphosphate hydrolase","GO:0019079,"
Csec_G05085,B7P43_G05085,316.9685539,-1.221024996,0.329637379,-3.704146056,0.000212104,0.005412116,"PNF21212.1,|PNF21213.1,|PNF21214.1,",|PDZ_signaling|LD27118P-RELATED|PDZ domain-like|pdz_new|PDZ domain profile.|MEMBRANE ASSOCIATED GUANYLATE KINASE-RELATED|PDZ_signaling|pdz_new|PDZ domain|MEMBRANE ASSOCIATED GUANYLATE KINASE-RELATED|PDZ domain profile.|LD27118P-RELATED|PDZ domain-like|PDZ domain-like|LD27118P-RELATED|pdz_new|PDZ domain|PDZ domain profile.|PDZ_signaling|MEMBRANE ASSOCIATED GUANYLATE KINASE-RELATED,"PDZ superfamily,|PDZ domain|PDZ domain,|PDZ superfamily|PDZ superfamily,|PDZ domain","GO:0005515|GO:0005515,|-"
Csec_G09209,B7P43_G09209,21.72181978,-2.53725282,0.723451064,-3.507151966,0.00045293,0.009147733,"PNF27841.1,","|PDZ_signaling|pdz_new|PDZ domain|PDZ domain-like|PDZ domain profile.|SPINOPHILIN, ISOFORM J|NEURABIN","PDZ domain,|Neurabin-1/2, PDZ domain,|PDZ superfamily,|Neurabin-like family","GO:0005515,"
Csec_G09238,B7P43_G09238,57.74122886,1.9273009,0.549374303,3.508174462,0.000451193,0.009141237,"PNF37829.1,","|Peptidase M1 N-terminal domain|Metalloproteases (""zincins""), catalytic domain|Leukotriene A4 hydrolase N-terminal domain|ERAP1-like C-terminal domain|PROTEASE M1 ZINC METALLOPROTEASE|AMINOPEPTIDASE|Peptidase family M1 domain|Neutral Protease Domain 2|M1_APN-Q_like|tricorn interacting facor f3 domain|Membrane alanyl dipeptidase (M1) family signature","Aminopeptidase N-like , N-terminal domain,|Aminopeptidase N-like , N-terminal domain superfamliy,|ERAP1-like C-terminal domain,|Aminopeptidase N-like,|Peptidase M1, membrane alanine aminopeptidase,|Peptidase M4/M1, CTD superfamily,|Aminopeptidase N-type,|Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase","GO:0008237|GO:0008270,|GO:0006508"
Csec_G14665,B7P43_G14665,8937.736529,1.596309868,0.368682798,4.329764983,1.49E-05,0.000815907,"PNF27977.1,|PNF27978.1,|PNF27979.1,|PNF27980.1,|PNF27981.1,",|PH domain-like|FA_2|FERM_C_3|FERM_B-lobe|FERM adjacent (FA)|Band 4.1 protein family signature|Coil|FERM domain signature 2.|4.1 protein C-terminal domain (CTD)|FERM C-terminal PH-like domain|4.1 G PROTEIN|FERM domain profile.|FERM_C_4_1_family|B41_5|ERM family signature|FERM central domain|Second domain of FERM|4.1 protein C-terminal domain (CTD)|FA_2|FERM_C_3|Second domain of FERM|FERM_B-lobe|Band_41|FERM central domain|FERM domain signature 2.|Coil|4.1 G PROTEIN|FERM domain profile.|FERM_C_4_1_family|ERM family signature|B41_5|FERM C-terminal PH-like domain|FERM adjacent (FA)|Band 4.1 protein family signature|PH domain-like|Band 4.1 protein family signature|FERM adjacent (FA)|FA_2|FERM_C_3|FERM C-terminal PH-like domain|Second domain of FERM|PH domain-like|FERM_B-lobe|4.1 G PROTEIN|FERM domain signature 2.|Coil|4.1 protein C-terminal domain (CTD)|FERM domain profile.|FERM_C_4_1_family|FERM central domain|B41_5|ERM family signature|4.1 G PROTEIN|FERM central domain|PH domain-like|FA_2|FERM_C_3|FERM_B-lobe|ERM family signature|FERM domain signature 2.|FERM C-terminal PH-like domain|Coil|4.1 protein C-terminal domain (CTD)|FERM domain profile.|FERM_C_4_1_family|B41_5|Second domain of FERM|FERM adjacent (FA)|Band 4.1 protein family signature|4.1 G PROTEIN|ERM family signature|Band_41|FA_2|FERM C-terminal PH-like domain|FERM_C_3|FERM adjacent (FA)|FERM_B-lobe|Coil|Band 4.1 protein family signature|FERM domain signature 2.|Second domain of FERM|FERM domain profile.|FERM_C_4_1_family|4.1 protein C-terminal domain (CTD)|B41_5|PH domain-like|FERM central domain,"FERM adjacent (FA),|FERM, C-terminal PH-like domain,|FERM central domain,|Band 4.1 domain,|FERM conserved site,|Band 4.1, C-terminal,|PH-like domain superfamily,|FERM domain,|Ezrin/radixin/moesin-like,|FERM/acyl-CoA-binding protein superfamily,|FERM superfamily, second domain|Band 4.1, C-terminal,|FERM adjacent (FA),|FERM, C-terminal PH-like domain,|FERM superfamily, second domain,|FERM central domain,|FERM conserved site,|FERM domain,|Ezrin/radixin/moesin-like,|Band 4.1 domain,|PH-like domain superfamily,|FERM/acyl-CoA-binding protein superfamily|Band 4.1 domain,|FERM adjacent (FA),|FERM, C-terminal PH-like domain,|PH-like domain superfamily,|FERM superfamily, second domain,|FERM central domain,|FERM conserved site,|Band 4.1, C-terminal,|FERM domain,|FERM/acyl-CoA-binding protein superfamily,|Ezrin/radixin/moesin-like|FERM central domain,|FERM adjacent (FA),|FERM, C-terminal PH-like domain,|FERM/acyl-CoA-binding protein superfamily,|Ezrin/radixin/moesin-like,|FERM conserved site,|Band 4.1, C-terminal,|FERM domain,|PH-like domain superfamily,|Band 4.1 domain,|FERM superfamily, second domain|Ezrin/radixin/moesin-like,|FERM adjacent (FA),|FERM, C-terminal PH-like domain,|FERM central domain,|Band 4.1 domain,|FERM conserved site,|FERM superfamily, second domain,|FERM domain,|PH-like domain superfamily,|Band 4.1, C-terminal,|FERM/acyl-CoA-binding protein superfamily","GO:0003779|GO:0005198|GO:0005856,|GO:0005856,|GO:0008092|GO:0003779|GO:0005198|GO:0005856,|GO:0005856,|GO:0008092|GO:0008092,|GO:0003779|GO:0005198|GO:0005856,|GO:0005856|GO:0008092,|GO:0005856,|GO:0003779|GO:0005198|GO:0005856"
Csec_G06545,B7P43_G06545,522.6202034,-1.270677797,0.368621307,-3.447108923,0.00056662,0.010621582,"PNF32017.1,",|PH_update|PH domain profile.|OXYSTEROL-BINDING PROTEIN 1|PH domain|PH domain-like|PH_FAPP1_FAPP2|OXYSTEROL-BINDING PROTEIN-RELATED,"Pleckstrin homology domain,|PH-like domain superfamily,|Oxysterol-binding protein",GO:0008289
Csec_G15637,B7P43_G15637,1149.586708,1.345886397,0.394101536,3.415075236,0.000637644,0.011380644,"PNF33112.1,|PNF33113.1,|PNF33114.1,|PNF33115.1,","|PHD FINGER PROTEIN 20-RELATED|PHD_3|Zinc finger C2H2 type domain profile.|Zinc/RING finger domain, C3HC4 (zinc finger)|DNA-binding domain|Methyl-CpG binding domain|Zinc finger C2H2 type domain signature.|Zinc finger PHD-type signature.|c2h2final6|FYVE/PHD zinc finger|c2h2final6|TUDOR_7|Chromo domain-like|Zinc finger THAP-type profile|THAP domain|Glucocorticoid receptor-like (DNA-binding domain)|FYVE/PHD zinc finger|TUDOR|Zinc finger C2H2 type domain profile.|Zinc finger PHD-type signature.|dm3|DNA-binding domain|Methyl-CpG binding domain|PHD_3|Zinc finger C2H2 type domain signature.|PHD FINGER PROTEIN 20-RELATED|THAP_2|Tudor/PWWP/MBT|Zinc/RING finger domain, C3HC4 (zinc finger)","-|PHD finger protein 20-like,|Zinc finger, PHD-type,|Zinc finger C2H2-type,|Zinc finger, RING/FYVE/PHD-type,|DNA-binding domain superfamily,|Methyl-CpG DNA binding,|Zinc finger, PHD-type, conserved site,|Zinc finger, FYVE/PHD-type|Zinc finger C2H2-type,|Tudor domain,|Chromo-like domain superfamily,|THAP-type zinc finger,|Zinc finger, FYVE/PHD-type,|Zinc finger, PHD-type, conserved site,|DNA-binding domain superfamily,|THAP-type zinc finger superfamily,|Methyl-CpG DNA binding,|Zinc finger, PHD-type,|PHD finger protein 20-like,|Zinc finger, RING/FYVE/PHD-type",-|GO:0003677
Csec_G05535,B7P43_G05535,513.3853295,4.973216719,1.05768618,4.701977595,2.58E-06,0.000223065,"PNF42288.1,",|Pheromone/general odorant binding protein domain,Pheromone/general odorant binding protein superfamily,GO:0005549
Csec_G07283,B7P43_G07283,125.0338258,-1.799425726,0.401598766,-4.480655517,7.44E-06,0.000506633,"PNF29963.1,",|Phosphorylase Kinase; domain 1|serkin_6|Protein kinase-like (PK-like)|SERINE/THREONINE-PROTEIN KINASE WNK  WITH NO LYSINE -RELATED|Protein kinase domain|Serine/Threonine protein kinases active-site signature.|STKc_WNK|Transferase(Phosphotransferase) domain 1|Protein kinase domain profile.|SERINE/THREONINE-PROTEIN KINASE WNK2,"Protein kinase domain,|Protein kinase-like domain superfamily,|Serine/threonine-protein kinase, active site","GO:0004672|GO:0005524|GO:0006468,|GO:0004672|GO:0006468"
Csec_G02537,B7P43_G02537,92.59659409,-1.594041364,0.478622711,-3.330475818,0.000866977,0.014010481,"PNF30227.1,",|Phosphorylase Kinase; domain 1|STKc_ASK|Protein kinases ATP-binding region signature.|ASK kinase PH domain|serkin_6|Transferase(Phosphotransferase) domain 1|SERINE/THREONINE PROTEIN KINASE|Protein kinase-like (PK-like)|Serine/Threonine protein kinases active-site signature.|Protein kinase domain|HisK-N-like globin domain of the ASK signalosome|Protein kinase domain profile.,"Protein kinase, ATP binding site,|MAP3K, PH domain,|Protein kinase domain,|Mitogen-activated protein kinase kinase kinase 5/6/15,|Protein kinase-like domain superfamily,|Serine/threonine-protein kinase, active site,|MAP3K, HisK-N-like globin domain","GO:0005524,|GO:0000165,|GO:0004672|GO:0005524|GO:0006468,|GO:0004672|GO:0006468"
Csec_G11402,B7P43_G11402,25.40305244,-2.122547012,0.712306467,-2.979822748,0.002884152,0.030934073,"PNF14671.1,","|PLEXUS, ISOFORM A",Ribonuclease H superfamily,GO:0003676
Csec_G10121,B7P43_G10121,256.444792,-1.846163853,0.50119092,-3.683554066,0.000230004,0.005702069,"PNF33288.1,","|POLO box duplicated region|Polo-box domain|POLO box domain|POLO_box_2|Transferase(Phosphotransferase) domain 1|Protein kinase-like (PK-like)|Protein kinase domain|SERINE/THREONINE-PROTEIN KINASE PLK|Protein kinase domain profile.|POLO box domain profile.|POLO_box_1|serkin_6,","POLO box domain,|POLO box domain superfamily,|Second polo-box domain,|Protein kinase-like domain superfamily,|Protein kinase domain,|First polo-box domain","GO:0005515,|GO:0004672|GO:0005524|GO:0006468"
Csec_G10835,B7P43_G10835,439.7347735,-1.586324825,0.427583823,-3.709973905,0.000207281,0.005318786,"PNF16325.1,|PNF16326.1,|PNF16327.1,|PNF16328.1,","POLYCOMB-LIKE TRANSCRIPTION FACTOR|METAL-RESPONSE ELEMENT-BINDING TRANSCRIPTION FACTOR 2|Polycomb-like MTF2 factor 2|Zinc finger PHD-type profile.|Zinc finger PHD-type signature.|FYVE/PHD zinc finger|Zinc/RING finger domain, C3HC4 (zinc finger)|POLYCOMB-LIKE TRANSCRIPTION FACTOR|METAL-RESPONSE ELEMENT-BINDING TRANSCRIPTION FACTOR 2|PHD-finger|PHD_3|Zinc finger PHD-type profile.|Zinc finger PHD-type signature.|Zinc/RING finger domain, C3HC4 (zinc finger)|FYVE/PHD zinc finger|PHD-finger|POLYCOMB-LIKE TRANSCRIPTION FACTOR|METAL-RESPONSE ELEMENT-BINDING TRANSCRIPTION FACTOR 2|PHD_3|Zinc finger PHD-type profile.|Zinc finger PHD-type signature.|Polycomb-like MTF2 factor 2|Zinc/RING finger domain, C3HC4 (zinc finger)|FYVE/PHD zinc finger|METAL-RESPONSE ELEMENT-BINDING TRANSCRIPTION FACTOR 2|PHD-finger|POLYCOMB-LIKE TRANSCRIPTION FACTOR|PHD_3","Polycomb-like MTF2 factor 2, C-terminal domain|Zinc finger, PHD-finger,|Zinc finger, PHD-type, conserved site,|Zinc finger, FYVE/PHD-type,|Zinc finger, RING/FYVE/PHD-type,|Zinc finger, PHD-type|Zinc finger, PHD-finger,|Zinc finger, PHD-type, conserved site,|Zinc finger, RING/FYVE/PHD-type,|Zinc finger, FYVE/PHD-type,|Zinc finger, PHD-type|Zinc finger, PHD-finger,|Zinc finger, PHD-type, conserved site,|Polycomb-like MTF2 factor 2, C-terminal domain,|Zinc finger, RING/FYVE/PHD-type,|Zinc finger, FYVE/PHD-type,|Zinc finger, PHD-type",-
Csec_G14856,B7P43_G14856,1045.439873,1.550460098,0.5472745,2.833057446,0.00461051,0.042638704,"PNF20267.1,|PNF20268.1,|PNF20269.1,|PNF20270.1,|PNF20271.1,",|PRE-MRNA CLEAVAGE COMPLEX II|PRE-MRNA CLEAVAGE COMPLEX 2 PROTEIN PCF11|Subunit of cleavage factor IA Pcf11|PRE-MRNA CLEAVAGE COMPLEX II|PRE-MRNA CLEAVAGE COMPLEX 2 PROTEIN PCF11|Subunit of cleavage factor IA Pcf11|PRE-MRNA CLEAVAGE COMPLEX II|PRE-MRNA CLEAVAGE COMPLEX 2 PROTEIN PCF11|,"Protein PCF11-like,|Subunit of cleavage factor IA Pcf11, C-terminal|Protein PCF11-like,|Subunit of cleavage factor IA Pcf11, C-terminal|Protein PCF11-like,","GO:0000993|GO:0003729|GO:0006369|GO:0006378|GO:0006379,|GO:0005849|GO:0006369|GO:0006378|GO:0006379|GO:0000993|GO:0003729|GO:0006369|GO:0006378|GO:0006379,|GO:0005849|GO:0006369|GO:0006378|GO:0006379-GO:0000993|GO:0003729|GO:0006369|GO:0006378|GO:0006379,|-"
Csec_G17414,B7P43_G17414,2821.575639,1.795342532,0.458596922,3.914859537,9.05E-05,0.002980791,"PNF33533.1,",|Prokaryotic membrane lipoprotein lipid attachment site profile.,-,-
Csec_G15042,B7P43_G15042,183.685412,9.730307622,1.321066667,7.365493255,1.76E-13,2.46E-10,"PNF36585.1,",|Proline rich extensin signature,-,-
Csec_G01030,B7P43_G01030,22.5355134,-2.778512159,0.851993844,-3.261188071,0.001109464,0.016618076,"PNF15264.1,",|Proline rich extensin signature,-,-
Csec_G04691,B7P43_G04691,111.5722932,-2.451753079,0.717820749,-3.415550587,0.000636532,0.011380644,"PNF27280.1,",|PROSTATE APOPTOSIS RESPONSE PROTEIN PAR-4|Coil,Prostate apoptosis response 4,GO:0006915
Csec_G05156,B7P43_G05156,4720.581849,3.278039841,0.599915062,5.464173265,4.65E-08,1.02E-05,"PNF14861.1,|PNF14862.1,|PNF14863.1,|PNF14864.1,|PNF14865.1,|PNF14866.1,|PNF14867.1,",|PROTEIN ARGONAUTE-2|DUF1785_2|EUKARYOTIC TRANSLATION INITIATION FACTOR 2C|N-terminal domain of argonaute|Argonaute linker 1 domain|PAZ domain|N-terminal domain of argonaute|PAZ domain|Argonaute linker 1 domain|PROTEIN ARGONAUTE-2|EUKARYOTIC TRANSLATION INITIATION FACTOR 2C|DUF1785_2|PROTEIN ARGONAUTE-2|DUF1785_2|PAZ domain|N-terminal domain of argonaute|Argonaute linker 1 domain|EUKARYOTIC TRANSLATION INITIATION FACTOR 2C,"Argonaute, linker 1 domain,|Protein argonaute, N-terminal,|PAZ domain superfamily|Protein argonaute, N-terminal,|PAZ domain superfamily,|Argonaute, linker 1 domain|Argonaute, linker 1 domain,|PAZ domain superfamily,|Protein argonaute, N-terminal",GO:0005515
Csec_G08387,B7P43_G08387,590.9038999,-0.587317661,0.181634387,-3.233515807,0.001222766,0.017742146,"PNF23451.1,|PNF23452.1,|PNF23453.1,|PNF23454.1,|PNF23455.1,|PNF23456.1,",|PROTEIN CBG19064|SCHLAFEN|Coil|Putative DNA-binding domain|SCHLAFEN|PROTEIN CBG19064|SCHLAFEN|Coil|Putative DNA-binding domain|PROTEIN CBG19064|Coil|PROTEIN CBG19064|SCHLAFEN|Putative DNA-binding domain,"-|Schlafen family,|Schlafen, AlbA_2 domain|Schlafen family",-|-
Csec_G00665,B7P43_G00665,230.9583052,-1.167447391,0.396146252,-2.94701107,0.003208617,0.033260186,"PNF40705.1,|PNF40706.1,|PNF40707.1,",|PROTEIN GAWKY|TRINUCLEOTIDE REPEAT-CONTAINING GENE 6,Protein Gawky,GO:0035278
Csec_G10036,B7P43_G10036,39.87679303,1.92920378,0.601977168,3.204778991,0.001351662,0.018785255,"PNF23938.1,",|Protein of unknown function (DUF 659)|Ribonuclease H-like,"CGG triplet repeat-binding protein 1,|Domain of unknown function DUF659,|Ribonuclease H-like superfamily","GO:0003690|GO:0005634|GO:0006357,|-"
Csec_G10422,B7P43_G10422,161.422344,-1.678435011,0.550584252,-3.048461711,0.002300162,0.026595228,"PNF15782.1,",|PROTEIN SHROOM|Coil|APICAL PROTEIN/SHROOM-RELATED|Apx/Shroom domain ASD2|ASD2 domain profile.,"Protein Shroom,|Shroom family,|Apx/Shrm Domain 2","GO:0003779|GO:0005912|GO:0030950|GO:0042249|GO:0090251,|GO:0051015,"
